word,affect,posemo,negemo,anx,anger,sad,social,family,friend,health,leisure,death
excus,0,0,0,0,0,0,1,0,0,0,0,0
execution,0,0,0,0,0,0,0,0,0,0,0,1
exercis,0,0,0,0,0,0,0,0,0,1,1,0
exes,0,0,0,0,0,0,1,1,0,0,0,0
exgf,0,0,0,0,0,0,1,0,1,0,0,0
exgirl,0,0,0,0,0,0,1,0,1,0,0,0
exhaust,1,0,1,0,0,0,0,0,0,1,0,0
exhubby,0,0,0,0,0,0,1,1,0,0,0,0
exhusband,0,0,0,0,0,0,1,1,0,0,0,0
explain,0,0,0,0,0,0,1,0,0,0,0,0
explained,0,0,0,0,0,0,1,0,0,0,0,0
explaining,0,0,0,0,0,0,1,0,0,0,0,0
explains,0,0,0,0,0,0,1,0,0,0,0,0
express,0,0,0,0,0,0,1,0,0,0,0,0
exterminat,0,0,0,0,0,0,0,0,0,0,0,1
exwife,0,0,0,0,0,0,1,1,0,0,0,0
exwive,0,0,0,0,0,0,1,1,0,0,0,0
fab,1,1,0,0,0,0,0,0,0,0,0,0
fabulous,1,1,0,0,0,0,0,0,0,0,0,0
fail,1,0,1,0,0,1,0,0,0,0,0,0
faint,0,0,0,0,0,0,0,0,0,1,0,0
faith,1,1,0,0,0,0,0,0,0,0,0,0
fake,1,0,1,0,0,0,0,0,0,0,0,0
families,0,0,0,0,0,0,1,1,0,0,1,0
family,0,0,0,0,0,0,1,1,0,0,1,0
fantasi,0,0,0,0,0,0,0,0,0,0,1,0
fantastic,1,1,0,0,0,0,0,0,0,0,0,0
fantasy,0,0,0,0,0,0,0,0,0,0,1,0
farsighted,0,0,0,0,0,0,0,0,0,1,0,0
fat,0,0,0,0,0,0,0,0,0,1,0,0
fatal,1,0,1,0,0,0,0,0,0,0,0,1
father,0,0,0,0,0,0,1,1,0,0,0,0
fatigu,1,0,1,0,0,1,0,0,0,1,0,0
fats,0,0,0,0,0,0,0,0,0,1,0,0
fatt,0,0,0,0,0,0,0,0,0,1,0,0
fault,1,0,1,0,0,0,0,0,0,0,0,0
favor,1,1,0,0,0,0,0,0,0,0,0,0
favour,1,1,0,0,0,0,0,0,0,0,0,0
fear,1,0,1,1,0,0,0,0,0,0,0,0
feared,1,0,1,1,0,0,0,0,0,0,0,0
fearful,1,0,1,1,0,0,0,0,0,0,0,0
fearing,1,0,1,1,0,0,0,0,0,0,0,0
fearless,1,1,0,0,0,0,0,0,0,0,0,0
fears,1,0,1,1,0,0,0,0,0,0,0,0
fellow,0,0,0,0,0,0,1,0,1,0,0,0
female,0,0,0,0,0,0,1,0,0,0,0,0
feroc,1,0,1,0,1,0,0,0,0,0,0,0
festiv,1,1,0,0,0,0,0,0,0,0,0,0
feud,1,0,1,0,1,0,1,0,0,0,0,0
fever,0,0,0,0,0,0,0,0,0,1,0,0
fiance,0,0,0,0,0,0,1,0,1,0,0,0
fiery,1,0,1,0,1,0,0,0,0,0,0,0
fiesta,1,1,0,0,0,0,0,0,0,0,0,0
fight,1,0,1,0,1,0,1,0,0,0,0,0
film,0,0,0,0,0,0,0,0,0,0,1,0
fine,1,1,0,0,0,0,0,0,0,0,0,0
fired,1,0,1,0,0,0,0,0,0,0,0,0
fishing,0,0,0,0,0,0,0,0,0,0,1,0
fitness,0,0,0,0,0,0,0,0,0,0,1,0
flatscreen,0,0,0,0,0,0,0,0,0,0,1,0
flatter,1,1,0,0,0,0,1,0,0,0,0,0
flawless,1,1,0,0,0,0,0,0,0,0,0,0
flexib,1,1,0,0,0,0,0,0,0,0,0,0
flirt,1,1,0,0,0,0,0,0,0,0,0,0
flu,0,0,0,0,0,0,0,0,0,1,0,0
flunk,1,0,1,0,0,1,0,0,0,0,0,0
foe,1,0,1,0,1,0,0,0,0,0,0,0
folks,0,0,0,0,0,0,1,1,0,0,0,0
fond,1,1,0,0,0,0,0,0,0,0,0,0
fondly,1,1,0,0,0,0,0,0,0,0,0,0
fondness,1,1,0,0,0,0,0,0,0,0,0,0
fool,1,0,1,0,0,0,0,0,0,0,0,0
football,0,0,0,0,0,0,0,0,0,0,1,0
forbid,1,0,1,0,0,0,0,0,0,0,0,0
forgave,1,1,0,0,0,0,1,0,0,0,0,0
forgiv,1,1,0,0,0,0,1,0,0,0,0,0
fought,1,0,1,0,0,0,1,0,0,0,0,0
frantic,1,0,1,1,0,0,0,0,0,0,0,0
freak,1,0,1,0,0,0,0,0,0,0,0,0
free,1,1,0,0,0,0,0,0,0,0,0,0
freeb,1,1,0,0,0,0,0,0,0,0,0,0
freed,1,1,0,0,0,0,0,0,0,0,0,0
freeing,1,1,0,0,0,0,0,0,0,0,0,0
freely,1,1,0,0,0,0,0,0,0,0,0,0
freeness,1,1,0,0,0,0,0,0,0,0,0,0
freer,1,1,0,0,0,0,0,0,0,0,0,0
frees,1,1,0,0,0,0,0,0,0,0,0,0
friend,1,1,0,0,0,0,1,0,1,0,0,0
fright,1,0,1,1,0,0,0,0,0,0,0,0
frisbee,0,0,0,0,0,0,0,0,0,0,1,0
frustrat,1,0,1,0,1,0,0,0,0,0,0,0
fuck,1,0,1,0,1,0,0,0,0,0,0,0
fucked,1,0,1,0,1,0,0,0,0,0,0,0
fucker,1,0,1,0,1,0,0,0,0,0,0,0
fuckin,1,0,1,0,1,0,0,0,0,0,0,0
fucks,1,0,1,0,1,0,0,0,0,0,0,0
fume,1,0,1,0,1,0,0,0,0,0,0,0
fuming,1,0,1,0,1,0,0,0,0,0,0,0
fun,1,1,0,0,0,0,0,0,0,0,0,0
funer,0,0,0,0,0,0,0,0,0,0,0,1
funn,1,1,0,0,0,0,0,0,0,0,0,0
furious,1,0,1,0,1,0,0,0,0,0,0,0
fury,1,0,1,0,1,0,0,0,0,0,0,0
game,0,0,0,0,0,0,1,0,0,0,1,0
gaming,0,0,0,0,0,0,0,0,0,0,1,0
garage,0,0,0,0,0,0,0,0,0,0,1,0
garden,0,0,0,0,0,0,0,0,0,0,1,0
gather,0,0,0,0,0,0,1,0,0,0,0,0
gave,0,0,0,0,0,0,1,0,0,0,0,0
geek,1,0,1,0,0,0,0,0,0,0,0,0
genero,1,1,0,0,0,0,0,0,0,0,0,0
genocid,0,0,0,0,0,0,0,0,0,0,0,1
gentle,1,1,0,0,0,0,0,0,0,0,0,0
gentlem,0,0,0,0,0,0,1,0,0,0,0,0
gentler,1,1,0,0,0,0,0,0,0,0,0,0
gentlest,1,1,0,0,0,0,0,0,0,0,0,0
gently,1,1,0,0,0,0,0,0,0,0,0,0
gf,0,0,0,0,0,0,1,0,1,0,0,0
ghost,0,0,0,0,0,0,0,0,0,0,0,1
giggl,1,1,0,0,0,0,0,0,0,0,0,0
girl,0,0,0,0,0,0,1,0,0,0,0,0
girl's,0,0,0,0,0,0,1,0,0,0,0,0
girlfriend,0,0,0,0,0,0,1,0,1,0,0,0
girls,0,0,0,0,0,0,1,0,0,0,0,0
give,0,0,0,0,0,0,1,0,0,0,0,0
giver,1,1,0,0,0,0,1,0,0,0,0,0
gives,0,0,0,0,0,0,1,0,0,0,0,0
giving,1,1,0,0,0,0,1,0,0,0,0,0
glad,1,1,0,0,0,0,0,0,0,0,0,0
gladly,1,1,0,0,0,0,0,0,0,0,0,0
glamor,1,1,0,0,0,0,0,0,0,0,0,0
glamour,1,1,0,0,0,0,0,0,0,0,0,0
gland,0,0,0,0,0,0,0,0,0,1,0,0
glaucoma,0,0,0,0,0,0,0,0,0,1,0,0
gloom,1,0,1,0,0,1,0,0,0,0,0,0
glori,1,1,0,0,0,0,0,0,0,0,0,0
glory,1,1,0,0,0,0,0,0,0,0,0,0
goddam,1,0,1,0,1,0,0,0,0,0,0,0
golf,0,0,0,0,0,0,0,0,0,0,1,0
good,1,1,0,0,0,0,0,0,0,0,0,0
goodness,1,1,0,0,0,0,0,0,0,0,0,0
gorgeous,1,1,0,0,0,0,0,0,0,0,0,0
gossip,1,0,1,0,0,0,1,0,0,0,0,0
grace,1,1,0,0,0,0,0,0,0,0,0,0
graced,1,1,0,0,0,0,0,0,0,0,0,0
graceful,1,1,0,0,0,0,0,0,0,0,0,0
graces,1,1,0,0,0,0,0,0,0,0,0,0
graci,1,1,0,0,0,0,0,0,0,0,0,0
grand,1,1,0,0,0,0,0,0,0,0,0,0
grandchil,0,0,0,0,0,0,1,1,0,0,0,0
granddad,0,0,0,0,0,0,1,1,0,0,0,0
granddau,0,0,0,0,0,0,1,1,0,0,0,0
grande,1,1,0,0,0,0,0,0,0,0,0,0
grandf,0,0,0,0,0,0,1,1,0,0,0,0
grandkid,0,0,0,0,0,0,1,1,0,0,0,0
grandm,0,0,0,0,0,0,1,1,0,0,0,0
grandpa,0,0,0,0,0,0,1,1,0,0,0,0
grandson,0,0,0,0,0,0,1,1,0,0,0,0
granny,0,0,0,0,0,0,1,1,0,0,0,0
gratef,1,1,0,0,0,0,0,0,0,0,0,0
grati,1,1,0,0,0,0,0,0,0,0,0,0
grave,1,0,1,0,0,1,0,0,0,0,0,1
great,1,1,0,0,0,0,0,0,0,0,0,0
greed,1,0,1,0,1,0,0,0,0,0,0,0
grief,1,0,1,0,0,1,0,0,0,0,0,1
griev,1,0,1,0,0,1,0,0,0,0,0,1
grim,1,0,1,0,0,1,0,0,0,0,0,0
grin,1,1,0,0,0,0,0,0,0,0,0,0
grinn,1,1,0,0,0,0,0,0,0,0,0,0
grins,1,1,0,0,0,0,0,0,0,0,0,0
gross,1,0,1,0,0,0,0,0,0,0,0,0
grouch,1,0,1,0,1,0,0,0,0,0,0,0
group,0,0,0,0,0,0,1,0,0,0,0,0
grownup,0,0,0,0,0,0,1,0,0,0,0,0
grr,1,0,1,0,1,0,0,0,0,0,0,0
grudge,0,0,0,0,0,0,1,0,0,0,0,0
guest,0,0,0,0,0,0,1,0,1,0,0,0
guilt,1,0,1,1,0,0,0,0,0,0,0,0
guitar,0,0,0,0,0,0,0,0,0,0,1,0
guy,0,0,0,0,0,0,1,0,0,0,0,0
gym,0,0,0,0,0,0,0,0,0,0,1,0
gynaecolog,0,0,0,0,0,0,0,0,0,1,0,0
gynecolog,0,0,0,0,0,0,0,0,0,1,0,0
gyno,0,0,0,0,0,0,0,0,0,1,0,0
ha,1,1,0,0,0,0,0,0,0,0,0,0
haha,1,1,0,0,0,0,0,0,0,0,0,0
hallucinat,0,0,0,0,0,0,0,0,0,1,0,0
handsom,1,1,0,0,0,0,0,0,0,0,0,0
hangin,0,0,0,0,0,0,0,0,0,0,1,0
hangout,0,0,0,0,0,0,0,0,0,0,1,0
hangover,0,0,0,0,0,0,0,0,0,1,0,0
happi,1,1,0,0,0,0,0,0,0,0,0,0
happy,1,1,0,0,0,0,0,0,0,0,0,0
harass,1,0,1,0,1,0,0,0,0,0,0,0
harm,1,0,1,0,0,0,0,0,0,0,0,0
harmed,1,0,1,0,0,0,0,0,0,0,0,0
harmful,1,0,1,0,0,0,0,0,0,0,0,0
harming,1,0,1,0,0,0,0,0,0,0,0,0
harmless,1,1,0,0,0,0,0,0,0,0,0,0
harmon,1,1,0,0,0,0,0,0,0,0,0,0
harms,1,0,1,0,0,0,0,0,0,0,0,0
hate,1,0,1,0,1,0,0,0,0,0,0,0
hated,1,0,1,0,1,0,0,0,0,0,0,0
hateful,1,0,1,0,1,0,0,0,0,0,0,0
hater,1,0,1,0,1,0,0,0,0,0,0,0
hates,1,0,1,0,1,0,0,0,0,0,0,0
hating,1,0,1,0,1,0,0,0,0,0,0,0
hatred,1,0,1,0,1,0,0,0,0,0,0,0
hazy,1,0,0,0,0,0,0,0,0,0,0,0
he,0,0,0,0,0,0,1,0,0,0,0,0
he'll,0,0,0,0,0,0,1,0,0,0,0,0
headache,0,0,0,0,0,0,0,0,0,1,0,0
heal,0,0,0,0,0,0,0,0,0,1,0,0
healed,0,0,0,0,0,0,0,0,0,1,0,0
healer,0,0,0,0,0,0,0,0,0,1,0,0
healing,0,0,0,0,0,0,0,0,0,1,0,0
heals,0,0,0,0,0,0,0,0,0,1,0,0
health,0,0,0,0,0,0,0,0,0,1,0,0
hear,0,0,0,0,0,0,1,0,0,0,0,0
heard,0,0,0,0,0,0,1,0,0,0,0,0
hearing,0,0,0,0,0,0,1,0,0,0,0,0
hears,0,0,0,0,0,0,1,0,0,0,0,0
hearse,0,0,0,0,0,0,0,0,0,0,0,1
heartbreak,1,0,1,0,0,1,0,0,0,0,0,0
heartbroke,1,0,1,0,0,1,0,0,0,0,0,0
heartburn,0,0,0,0,0,0,0,0,0,1,0,0
heartfelt,1,1,0,0,0,0,0,0,0,0,0,0
heartless,1,0,1,0,1,0,0,0,0,0,0,0
heartwarm,1,1,0,0,0,0,0,0,0,0,0,0
heaven,1,1,0,0,0,0,0,0,0,0,0,0
heh,1,1,0,0,0,0,0,0,0,0,0,0
hell,1,0,1,0,1,0,0,0,0,0,0,0
hellish,1,0,1,0,1,0,0,0,0,0,0,0
hello,0,0,0,0,0,0,1,0,0,0,0,0
help,0,0,0,0,0,0,1,0,0,0,0,0
helper,1,1,0,0,0,0,1,0,0,0,0,0
helpful,1,1,0,0,0,0,1,0,0,0,0,0
helping,1,1,0,0,0,0,1,0,0,0,0,0
helpless,1,0,1,0,0,1,0,0,0,0,0,0
helps,1,1,0,0,0,0,1,0,0,0,0,0
hemor,0,0,0,0,0,0,0,0,0,1,0,0
her,0,0,0,0,0,0,1,0,0,0,0,0
hero,1,1,0,0,0,0,0,0,0,0,0,0
herpes,0,0,0,0,0,0,0,0,0,1,0,0
hers,0,0,0,0,0,0,1,0,0,0,0,0
herself,0,0,0,0,0,0,1,0,0,0,0,0
hesita,1,0,1,1,0,0,0,0,0,0,0,0
hey,0,0,0,0,0,0,1,0,0,0,0,0
hi,0,0,0,0,0,0,1,0,0,0,0,0
hiccup,0,0,0,0,0,0,0,0,0,1,0,0
hik,0,0,0,0,0,0,0,0,0,0,1,0
hilarious,1,1,0,0,0,0,0,0,0,0,0,0
him,0,0,0,0,0,0,1,0,0,0,0,0
himself,0,0,0,0,0,0,1,0,0,0,0,0
hiphop,0,0,0,0,0,0,0,0,0,0,1,0
his,0,0,0,0,0,0,1,0,0,0,0,0
hit,1,0,1,0,1,0,0,0,0,0,0,0
hiv,0,0,0,0,0,0,0,0,0,1,0,0
hobb,0,0,0,0,0,0,0,0,0,0,1,0
hockey,0,0,0,0,0,0,0,0,0,0,1,0
hoho,1,1,0,0,0,0,0,0,0,0,0,0
holiday,0,0,0,0,0,0,0,0,0,0,1,0
holocaust,0,0,0,0,0,0,0,0,0,0,0,1
homesick,1,0,1,0,0,1,0,0,0,0,0,0
homocid,0,0,0,0,0,0,0,0,0,0,0,1
honest,1,1,0,0,0,0,0,0,0,0,0,0
honey,0,0,0,0,0,0,1,0,1,0,0,0
honor,1,1,0,0,0,0,0,0,0,0,0,0
honour,1,1,0,0,0,0,0,0,0,0,0,0
hope,1,1,0,0,0,0,0,0,0,0,0,0
hoped,1,1,0,0,0,0,0,0,0,0,0,0
hopeful,1,1,0,0,0,0,0,0,0,0,0,0
hopefully,1,1,0,0,0,0,0,0,0,0,0,0
hopefulness,1,1,0,0,0,0,0,0,0,0,0,0
hopeless,1,0,1,0,0,1,0,0,0,0,0,0
hopes,1,1,0,0,0,0,0,0,0,0,0,0
hoping,1,1,0,0,0,0,0,0,0,0,0,0
hormone,0,0,0,0,0,0,0,0,0,1,0,0
horr,1,0,1,1,0,0,0,0,0,0,0,0
horseback,0,0,0,0,0,0,0,0,0,0,1,0
hospital,0,0,0,0,0,0,0,0,0,1,0,0
hostil,1,0,1,0,1,0,0,0,0,0,0,0
hotel,0,0,0,0,0,0,0,0,0,0,1,0
hubby,0,0,0,0,0,0,1,1,0,0,0,0
hug,1,1,0,0,0,0,0,0,0,0,0,0
hugg,1,1,0,0,0,0,0,0,0,0,0,0
hugs,1,1,0,0,0,0,0,0,0,0,0,0
human,0,0,0,0,0,0,1,0,0,0,0,0
humiliat,1,0,1,1,1,0,0,0,0,0,0,0
humor,1,1,0,0,0,0,0,0,0,0,0,0
humour,1,1,0,0,0,0,0,0,0,0,0,0
hungover,0,0,0,0,0,0,0,0,0,1,0,0
hunting,0,0,0,0,0,0,0,0,0,0,1,0
hurra,1,1,0,0,0,0,0,0,0,0,0,0
hurt,1,0,1,0,0,1,0,0,0,0,0,0
husband,0,0,0,0,0,0,1,1,0,0,0,0
hyperten,0,0,0,0,0,0,0,0,0,1,0,0
hypotherm,0,0,0,0,0,0,0,0,0,1,0,0
ibuprofen,0,0,0,0,0,0,0,0,0,1,0,0
icu,0,0,0,0,0,0,0,0,0,1,0,0
ideal,1,1,0,0,0,0,0,0,0,0,0,0
idiot,1,0,1,0,1,0,0,0,0,0,0,0
ignor,1,0,1,0,0,0,0,0,0,0,0,0
ill,0,0,0,0,0,0,0,0,0,1,0,0
illness,0,0,0,0,0,0,0,0,0,1,0,0
immoral,1,0,1,0,0,0,0,0,0,0,0,0
immortal,0,0,0,0,0,0,0,0,0,0,0,1
immun,0,0,0,0,0,0,0,0,0,1,0,0
impatien,1,0,1,1,0,0,0,0,0,0,0,0
impersonal,1,0,1,0,0,0,0,0,0,0,0,0
impolite,1,0,1,0,0,0,0,0,0,0,0,0
importan,1,1,0,0,0,0,0,0,0,0,0,0
impress,1,1,0,0,0,0,0,0,0,0,0,0
improve,1,1,0,0,0,0,0,0,0,0,0,0
improving,1,1,0,0,0,0,0,0,0,0,0,0
inadequa,1,0,1,1,0,1,0,0,0,0,0,0
incentive,1,1,0,0,0,0,0,0,0,0,0,0
indecis,1,0,1,1,0,0,0,0,0,0,0,0
indigestion,0,0,0,0,0,0,0,0,0,1,0,0
individual,0,0,0,0,0,0,1,0,0,0,0,0
ineffect,1,0,1,0,0,0,0,0,0,0,0,0
infant,0,0,0,0,0,0,1,0,0,0,0,0
infant's,0,0,0,0,0,0,1,0,0,0,0,0
infants,0,0,0,0,0,0,1,0,0,0,0,0
infect,0,0,0,0,0,0,0,0,0,1,0,0
inferior,1,0,1,0,0,1,0,0,0,0,0,0
inflam,0,0,0,0,0,0,0,0,0,1,0,0
inform,0,0,0,0,0,0,1,0,0,0,0,0
informs,0,0,0,0,0,0,1,0,0,0,0,0
ingest,0,0,0,0,0,0,0,0,0,1,0,0
inhib,1,0,1,1,0,0,0,0,0,0,0,0
injur,0,0,0,0,0,0,0,0,0,1,0,0
inn,0,0,0,0,0,0,0,0,0,0,1,0
innocen,1,1,0,0,0,0,0,0,0,0,0,0
inns,0,0,0,0,0,0,0,0,0,0,1,0
insecur,1,0,1,1,0,0,0,0,0,0,0,0
insincer,1,0,1,0,0,0,0,0,0,0,0,0
insomnia,0,0,0,0,0,0,0,0,0,1,0,0
inspir,1,1,0,0,0,0,0,0,0,0,0,0
insulin,0,0,0,0,0,0,0,0,0,1,0,0
insult,1,0,1,0,1,0,1,0,0,0,0,0
intell,1,1,0,0,0,0,0,0,0,0,0,0
interact,0,0,0,0,0,0,1,0,0,0,0,0
interest,1,1,0,0,0,0,0,0,0,0,0,0
interrup,1,0,1,0,1,0,1,0,0,0,0,0
interview,0,0,0,0,0,0,1,0,0,0,0,0
intimidat,1,0,1,0,1,0,0,0,0,0,0,0
intox,0,0,0,0,0,0,0,0,0,1,0,0
intramural,0,0,0,0,0,0,0,0,0,0,1,0
invigor,1,1,0,0,0,0,0,0,0,0,0,0
involv,0,0,0,0,0,0,1,0,0,0,0,0
ipod,0,0,0,0,0,0,0,0,0,0,1,0
irrational,1,0,1,1,0,0,0,0,0,0,0,0
irrita,1,0,1,1,0,0,0,0,0,0,0,0
isolat,1,0,1,0,0,1,0,0,0,0,0,0
itch,0,0,0,0,0,0,0,0,0,1,0,0
iv,0,0,0,0,0,0,0,0,0,1,0,0
jaded,1,0,1,0,0,0,0,0,0,0,0,0
jazz,0,0,0,0,0,0,0,0,0,0,1,0
jealous,1,0,1,0,1,0,0,0,0,0,0,0
jerk,1,0,1,0,1,0,0,0,0,0,0,0
jerked,1,0,1,0,1,0,0,0,0,0,0,0
jerks,1,0,1,0,1,0,0,0,0,0,0,0
jog,0,0,0,0,0,0,0,0,0,0,1,0
joke,1,1,0,0,0,0,0,0,0,0,1,0
joking,1,1,0,0,0,0,0,0,0,0,1,0
joll,1,1,0,0,0,0,0,0,0,0,0,0
joy,1,1,0,0,0,0,0,0,0,0,0,0
karaoke,0,0,0,0,0,0,0,0,0,0,1,0
keen,1,1,0,0,0,0,0,0,0,0,0,0
keg,0,0,0,0,0,0,0,0,0,0,1,0
kegger,0,0,0,0,0,0,0,0,0,0,1,0
keggers,0,0,0,0,0,0,0,0,0,0,1,0
kegs,0,0,0,0,0,0,0,0,0,0,1,0
kid,0,0,0,0,0,0,1,0,0,0,0,0
kid',0,0,0,0,0,0,1,0,0,0,0,0
kidding,1,1,0,0,0,0,1,0,0,0,0,0
kids,0,0,0,0,0,0,1,0,0,0,0,0
kill,1,0,1,0,1,0,0,0,0,0,0,1
kin,0,0,0,0,0,0,1,1,0,0,0,0
kindly,1,1,0,0,0,0,0,0,0,0,0,0
kindn,1,1,0,0,0,0,0,0,0,0,0,0
kiss,1,1,0,0,0,0,0,0,0,0,0,0
ladies,0,0,0,0,0,0,1,0,0,0,0,0
lady,0,0,0,0,0,0,1,0,0,0,0,0
lady's,0,0,0,0,0,0,1,0,0,0,0,0
laidback,1,1,0,0,0,0,0,0,0,0,1,0
lame,1,0,1,0,0,1,0,0,0,0,0,0
language,0,0,0,0,0,0,1,0,0,0,0,0
laugh,1,1,0,0,0,0,0,0,0,0,0,0
lazie,1,0,1,0,0,0,0,0,0,0,0,0
lazy,1,0,1,0,0,0,0,0,0,0,0,0
lethal,0,0,0,0,0,0,0,0,0,0,0,1
letter,0,0,0,0,0,0,1,0,0,0,0,0
leuke,0,0,0,0,0,0,0,0,0,1,0,0
liabilit,1,0,1,0,0,0,0,0,0,0,0,0
liar,1,0,1,0,1,0,0,0,0,0,0,0
libert,1,1,0,0,0,0,0,0,0,0,0,0
lied,1,0,1,0,1,0,0,0,0,0,0,0
lies,1,0,1,0,1,0,0,0,0,0,0,0
life,0,0,0,0,0,0,0,0,0,1,0,0
likeab,1,1,0,0,0,0,0,0,0,0,0,0
liked,1,1,0,0,0,0,0,0,0,0,0,0
likes,1,1,0,0,0,0,0,0,0,0,0,0
liking,1,1,0,0,0,0,0,0,0,0,0,0
liquor,0,0,0,0,0,0,0,0,0,0,1,0
listen,0,0,0,0,0,0,1,0,0,0,0,0
listened,0,0,0,0,0,0,1,0,0,0,0,0
listener,0,0,0,0,0,0,1,0,0,0,0,0
listening,0,0,0,0,0,0,1,0,0,0,0,0
listens,0,0,0,0,0,0,1,0,0,0,0,0
livel,1,1,0,0,0,0,0,0,0,0,0,0
living,0,0,0,0,0,0,0,0,0,1,0,0
lmao,1,1,0,0,0,0,0,0,0,0,0,0
lol,1,1,0,0,0,0,0,0,0,0,0,0
lone,1,0,1,0,0,1,0,0,0,0,0,0
longing,1,0,1,0,0,1,0,0,0,0,0,0
lose,1,0,1,0,0,1,0,0,0,0,0,0
loser,1,0,1,0,0,1,0,0,0,0,0,0
loses,1,0,1,0,0,1,0,0,0,0,0,0
losing,1,0,1,0,0,1,0,0,0,0,0,0
loss,1,0,1,0,0,1,0,0,0,0,0,0
lost,1,0,1,0,0,1,0,0,0,0,0,0
lous,1,0,1,0,1,0,0,0,0,0,0,0
love,1,1,0,0,0,0,0,0,0,0,0,0
loved,1,1,0,0,0,0,1,0,0,0,0,0
lovely,1,1,0,0,0,0,0,0,0,0,0,0
lover,1,1,0,0,0,0,1,0,1,0,0,0
loves,1,1,0,0,0,0,1,0,0,0,0,0
loving,1,1,0,0,0,0,1,0,0,0,0,0
low,1,0,1,0,0,1,0,0,0,0,0,0
loyal,1,1,0,0,0,0,0,0,0,0,0,0
lozenge,0,0,0,0,0,0,0,0,0,1,0,0
luck,1,1,0,0,0,0,0,0,0,0,0,0
lucked,1,1,0,0,0,0,0,0,0,0,0,0
lucki,1,1,0,0,0,0,0,0,0,0,0,0
luckless,1,0,1,0,0,0,0,0,0,0,0,0
lucks,1,1,0,0,0,0,0,0,0,0,0,0
lucky,1,1,0,0,0,0,0,0,0,0,0,0
ludicrous,1,0,1,0,1,0,0,0,0,0,0,0
lump,0,0,0,0,0,0,0,0,0,1,0,0
lying,1,0,1,0,1,0,0,0,0,0,0,0
lymph,0,0,0,0,0,0,0,0,0,1,0,0
lynch,0,0,0,0,0,0,0,0,0,0,0,1
ma,0,0,0,0,0,0,1,1,0,0,0,0
ma'am,0,0,0,0,0,0,1,0,0,0,0,0
ma's,0,0,0,0,0,0,1,1,0,0,0,0
mad,1,0,1,0,1,0,0,0,0,0,0,0
maddening,1,0,1,0,1,0,0,0,0,0,0,0
madder,1,0,1,0,1,0,0,0,0,0,0,0
maddest,1,0,1,0,1,0,0,0,0,0,0,0
madly,1,1,0,0,0,0,0,0,0,0,0,0
magazine,0,0,0,0,0,0,0,0,0,0,1,0
magnific,1,1,0,0,0,0,0,0,0,0,0,0
mail,0,0,0,0,0,0,1,0,0,0,0,0
mailed,0,0,0,0,0,0,1,0,0,0,0,0
mailer,0,0,0,0,0,0,1,0,0,0,0,0
mailing,0,0,0,0,0,0,1,0,0,0,0,0
mails,0,0,0,0,0,0,1,0,0,0,0,0
male,0,0,0,0,0,0,1,0,0,0,0,0
male's,0,0,0,0,0,0,1,0,0,0,0,0
males,0,0,0,0,0,0,1,0,0,0,0,0
mall,0,0,0,0,0,0,0,0,0,0,1,0
malls,0,0,0,0,0,0,0,0,0,0,1,0
mam,0,0,0,0,0,0,1,0,0,0,0,0
mammogram,0,0,0,0,0,0,0,0,0,1,0,0
man,0,0,0,0,0,0,1,0,0,0,0,0
man's,0,0,0,0,0,0,1,0,0,0,0,0
maniac,1,0,1,0,1,0,0,0,0,0,0,0
manicdep,0,0,0,0,0,0,0,0,0,1,0,0
manslaughter,0,0,0,0,0,0,0,0,0,0,0,1
marathon,0,0,0,0,0,0,0,0,0,0,1,0
margarita,0,0,0,0,0,0,0,0,0,0,1,0
marriag,0,0,0,0,0,0,1,0,0,0,0,0
marrie,0,0,0,0,0,0,1,1,0,0,0,0
martini,0,0,0,0,0,0,0,0,0,0,1,0
masochis,1,0,1,0,0,0,0,0,0,0,0,0
massacre,0,0,0,0,0,0,0,0,0,0,0,1
mate,0,0,0,0,0,0,1,0,1,0,0,0
mate's,0,0,0,0,0,0,1,0,1,0,0,0
mates,0,0,0,0,0,0,1,0,1,0,0,0
mating,0,0,0,0,0,0,1,0,0,0,0,0
mausoleum,0,0,0,0,0,0,0,0,0,0,0,1
medic,0,0,0,0,0,0,0,0,0,1,0,0
meditat,0,0,0,0,0,0,0,0,0,0,1,0
meet,0,0,0,0,0,0,1,0,0,0,0,0
meeting,0,0,0,0,0,0,1,0,0,0,0,0
meets,0,0,0,0,0,0,1,0,0,0,0,0
melanchol,1,0,1,0,0,1,0,0,0,0,0,0
members,0,0,0,0,0,0,1,0,0,0,0,0
men,0,0,0,0,0,0,1,0,0,0,0,0
men',0,0,0,0,0,0,1,0,0,0,0,0
mention,0,0,0,0,0,0,1,0,0,0,0,0
merit,1,1,0,0,0,0,0,0,0,0,0,0
merr,1,1,0,0,0,0,0,0,0,0,0,0
mess,1,0,1,0,0,0,0,0,0,0,0,0
messag,0,0,0,0,0,0,1,0,0,0,0,0
messy,1,0,1,0,0,0,0,0,0,0,0,0
met,0,0,0,0,0,0,1,0,0,0,0,0
migrain,0,0,0,0,0,0,0,0,0,1,0,0
minesweeper,0,0,0,0,0,0,0,0,0,0,1,0
miscar,0,0,0,0,0,0,0,0,0,1,0,0
miser,1,0,1,1,0,1,0,0,0,0,0,0
miss,1,0,1,0,0,1,0,0,0,0,0,0
missed,1,0,1,0,0,1,0,0,0,0,0,0
misses,1,0,1,0,0,1,0,0,0,0,0,0
